X,Y,OBJECTID,INCIDENT_NUMBER,INCIDENT_TYPE,INCIDENT_DATE,INCIDENT_YEAR,REPORTING_DISTRICT,INCIDENT_LOCATION,CITY,STATE,ZIP,HANDLING_UNIT_ID,HANDLING_UNIT_NAME,HIT_SHOOTING,NON_HIT_SHOOTING,ANIMAL_SHOOTING,OTHER_SHOOTING,UNINTENTIONAL_DISCHARGE,WARNING_SHOT,APPROX_LATITUDE,APPROX_LONGITUDE
-118.244157937,34.242001224,104,1000175,ANIMAL SHOOTING INCIDENT,2012/08/27 09:30:00+00,2012,1285,MARKRIDGE ROAD AND RAMSDALE AVENUE,LA CRESCENTA,CA,91214,CVS,CRESCENTA VALLEY STATION,,,1,,,,34.242001224,-118.2441579367
-118.24100091,33.830313727,105,1000098,ANIMAL SHOOTING INCIDENT,2012/08/31 12:20:00+00,2012,1620,21800 S. WATER STREET,CARSON,CA,90745,CSN,CARSON STATION,,,1,,,,33.8303137268,-118.2410009097
-118.174308018,34.645007058,106,1000099,ANIMAL SHOOTING INCIDENT,2012/09/01 18:45:00+00,2012,1192,25TH STREET WEST AND AVENUE M,LANCASTER,CA,93536,PKB,PARKS BUREAU,,,1,,,,34.6450070578,-118.1743080182
-118.192006616,34.0282845740001,107,1000100,ANIMAL SHOOTING INCIDENT,2012/09/18 10:20:00+00,2012,3602,600 S. INDIANA STREET,LOS ANGELES,CA,90058,NARCO,NARCOTICS BUREAU,,,1,,,,34.0282845742,-118.1920066158
-118.104265711,33.9740616450001,108,1000101,ANIMAL SHOOTING INCIDENT,2012/10/04 08:10:00+00,2012,1516,7600 MANZANAR AVENUE,PICO RIVERA,CA,90660,COP,COPS BUREAU,,,1,,,,33.9740616449,-118.1042657108
-118.072998289,34.569925192,109,1000102,ANIMAL SHOOTING INCIDENT,2012/10/05 17:50:00+00,2012,2608,3100 MARBELLA LANE,PALMDALE,CA,93550,PLM,PALMDALE STN,,,1,,,,34.5699251924,-118.0729982894
-118.199299727,34.186022343,110,1000103,ANIMAL SHOOTING INCIDENT,2012/10/11 06:45:00+00,2012,1264,3900 HAMPSTEAD ROAD,LA CANADA FLINTRIDGE,CA,91011,CVS,CRESCENTA VALLEY STATION,,,1,,,,34.1860223429,-118.1992997273
-118.236896298,33.9660003750001,111,1000104,ANIMAL SHOOTING INCIDENT,2012/10/25 05:00:00+00,2012,2175,8000 MORTON AVENUE,LOS ANGELES,CA,90001,OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.9660003755,-118.2368962977
-118.343821875,33.881001434,112,1000105,ANIMAL SHOOTING INCIDENT,2012/10/31 18:24:59+00,2012,0334,4000 165TH STREET,LAWNDALE,CA,90260,SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.8810014337,-118.3438218747
-118.243019898,33.880575069,113,1000106,ANIMAL SHOOTING INCIDENT,2012/11/01 19:37:00+00,2012,2836,1400 W. BENNETT STREET,COMPTON,CA,90220,COM,COMPTON STN,,,1,,,,33.8805750689,-118.2430198984
-118.213995085,33.846662596,114,1000107,ANIMAL SHOOTING INCIDENT,2012/11/06 21:55:00+00,2012,1692,2700 E. DEL AMO BOULEVARD,COMPTON,CA,90221,CSN,CARSON STATION,,,1,,,,33.8466625961,-118.213995085
-118.037352615,33.907996509,115,1000108,ANIMAL SHOOTING INCIDENT,2012/11/17 11:02:00+00,2012,0469,13500 RAMSEY DRIVE,LA MIRADA,CA,90638,NWK,NORWALK REGIONAL STN,,,1,,,,33.9079965086,-118.0373526148
-118.076000497,34.6707985740001,116,1000109,ANIMAL SHOOTING INCIDENT,2012/11/28 05:50:00+00,2012,1137,3000 E. AVENUE K-4,LANCASTER,CA,93535,LCS,LANCASTER STN,,,1,,,,34.670798574,-118.0760004966
-118.086114383,34.0030118660001,117,1000110,ANIMAL SHOOTING INCIDENT,2012/12/06 12:01:00+00,2012,1510,8700 WEST BOULEVARD,PICO RIVERA,CA,90660,PRV,PICO RIVERA STN,,,1,,,,34.0030118655,-118.0861143827
-118.17088319,33.913948019,118,1000111,ANIMAL SHOOTING INCIDENT,2012/12/08 12:04:59+00,2012,1361,7300 WALNUT AVENUE,PARAMOUNT,CA,90723,LKD,LAKEWOOD STN,,,1,,,,33.9139480186,-118.1708831897
-118.103001395,34.686821509,119,1000112,ANIMAL SHOOTING INCIDENT,2012/12/09 01:31:00+00,2012,1137,44300 DOWNSVIEW ROAD,LANCASTER,CA,93535,LCS,LANCASTER STN,,,1,,,,34.6868215093,-118.1030013955
-118.107289573,34.690999053,120,1000008,ANIMAL SHOOTING INCIDENT,2012/12/22 15:59:59+00,2012,1135,1200 CAPERTON STREET,LANCASTER,CA,93535,LCS,LANCASTER STN,,,1,,,,34.6909990527,-118.1072895729
-118.116878342,34.5600065040001,121,1000113,ANIMAL SHOOTING INCIDENT,2013/02/23 17:15:00+00,2013,2611,37300 BRIARWOOD COURT,PALMDALE,CA,93550,PLM,PALMDALE STN,,,1,,,,34.5600065036,-118.1168783415
-118.203008217,33.9918896340001,122,1000114,ANIMAL SHOOTING INCIDENT,2013/02/26 23:29:59+00,2013,0250,3500 55TH STREET,MAYWOOD,CA,90270,ELA,EAST LA STN,,,1,,,,33.9918896337,-118.203008217
-118.206025815,33.968837454,123,1000115,ANIMAL SHOOTING INCIDENT,2013/03/06 08:39:59+00,2013,5199,3400 LIVE OAK STREET,HUNTINGTON PARK,CA,90255,IRC,INMATE RECEPTION CENTER,,,1,,,,33.9688374536,-118.2060258153
-118.044169687,33.9309995520001,124,1000116,ANIMAL SHOOTING INCIDENT,2013/03/12 09:59:59+00,2013,3615,13500 LAKELAND ROAD,WHITTIER,CA,90605,NARCO,NARCOTICS BUREAU,,,1,,,,33.9309995524,-118.0441696868
-118.160279379,34.6999950690001,125,1000119,ANIMAL SHOOTING INCIDENT,2013/03/14 20:00:00+00,2013,1125,45000 LORIMER AVENUE,LANCASTER,CA,93534,LCS,LANCASTER STN,,,1,,,,34.699995069,-118.1602793788
-117.983708159,34.529997967,126,1000118,ANIMAL SHOOTING INCIDENT,2013/03/14 20:15:00+00,2013,1124,35700 82ND STREET EAST,LITTLEROCK,CA,93543,OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,34.5299979671,-117.9837081585
-118.092032138,33.758659832,127,1000121,ANIMAL SHOOTING INCIDENT,2013/03/23 12:20:00+00,2013,1399,20400 NEWLAND STREET,HUNTINGTON BEACH,CA,92646,LKD,LAKEWOOD STN,,,1,,,,33.758659832,-118.0920321385
-118.237977826,33.892000673,128,1000122,ANIMAL SHOOTING INCIDENT,2013/03/25 13:49:00+00,2013,2832,900 W. LAUREL STREET,COMPTON,CA,90220,COM,COMPTON STN,,,1,,,,33.8920006733,-118.2379778256
-118.289368002,33.9420006240001,129,1000123,ANIMAL SHOOTING INCIDENT,2013/04/06 22:44:59+00,2013,0399,800 W. 104TH STREET,LOS ANGELES,CA,90044,OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.9420006237,-118.289368002
-118.143998571,33.854786695,130,1000124,ANIMAL SHOOTING INCIDENT,2013/04/12 21:45:00+00,2013,1320,5400 OLIVA AVENUE,LAKEWOOD,CA,90712,LKD,LAKEWOOD STN,,,1,,,,33.8547866949,-118.1439985712
-118.177152586,33.9820152710001,131,1000125,ANIMAL SHOOTING INCIDENT,2013/04/25 09:59:59+00,2013,3602,6100 WOODLAWN AVENUE,MAYWOOD,CA,90270,NARCO,NARCOTICS BUREAU,,,1,,,,33.9820152709,-118.1771525857
-117.925357175,34.5570000010001,132,1000126,ANIMAL SHOOTING INCIDENT,2013/05/09 09:35:00+00,2013,2663,115TH STREET EAST AND AVENUE S,LITTLEROCK,CA,93543,PLM,PALMDALE STN,,,1,,,,34.5570000005,-117.9253571754
-118.192851959,34.0452320750001,133,1000127,ANIMAL SHOOTING INCIDENT,2013/05/13 09:00:00+00,2013,3602,3200 WINTER STREET,LOS ANGELES,CA,90063,COP,COPS BUREAU,,,1,,,,34.0452320752,-118.1928519588
-118.239660538,33.950998618,134,1000128,ANIMAL SHOOTING INCIDENT,2013/05/30 05:00:00+00,2013,2175,9400 HOLMES AVENUE,LOS ANGELES,CA,90002,OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.9509986181,-118.2396605381
-118.250992032,33.9543062430001,135,1000129,ANIMAL SHOOTING INCIDENT,2013/06/05 05:45:00+00,2013,2100,1300 E. 91ST STREET,LOS ANGELES,CA,90002,CEN,CENTURY STN,,,1,,,,33.9543062433,-118.2509920317
-118.089945827,33.831000181,136,1000130,ANIMAL SHOOTING INCIDENT,2013/06/20 16:40:00+00,2013,1327,11400 CARSON STREET,LAKEWOOD,CA,90715,LKD,LAKEWOOD STN,,,1,,,,33.8310001806,-118.0899458267
-118.20900242,33.882174987,137,1000131,ANIMAL SHOOTING INCIDENT,2013/06/27 07:30:00+00,2013,2844,1200 E. GLENCOE STREET,COMPTON,CA,90221,COP,COPS BUREAU,,,1,,,,33.8821749869,-118.2090024197
-118.133455223,34.6931169330001,138,1000132,ANIMAL SHOOTING INCIDENT,2013/07/13 21:21:59+00,2013,1133,YUCCA AVENUE AND NUGENT STREET,LANCASTER,CA,93534,LCS,LANCASTER STN,,,1,,,,34.6931169331,-118.1334552229
-117.972499624,34.5449960170001,139,1000182,ANIMAL SHOOTING INCIDENT,2013/07/15 09:49:59+00,2013,2614,36500 DUNFORD AVENUE,LITTLEROCK,CA,93543,PLM,PALMDALE STN,,,1,,,,34.5449960168,-117.9724996236
-118.200008259,33.8993943500001,140,1000133,ANIMAL SHOOTING INCIDENT,2013/07/28 12:14:59+00,2013,2826,2100 E. SAN VINCENTE STREET,COMPTON,CA,90221,COM,COMPTON STN,,,1,,,,33.8993943504,-118.2000082589
-118.210223982,34.674000979,141,1000134,ANIMAL SHOOTING INCIDENT,2013/08/09 06:10:00+00,2013,1182,4500 W. AVENUE K-10,LANCASTER,CA,93536,LCS,LANCASTER STN,,,1,,,,34.6740009787,-118.2102239819
-118.089610098,34.583003676,142,1000135,ANIMAL SHOOTING INCIDENT,2013/08/12 11:54:00+00,2013,2663,38500 MALBY AVENUE,PALMDALE,CA,93550,PLM,PALMDALE STN,,,1,,,,34.5830036757,-118.0896100985
-118.223983761,34.2439979070001,143,1000136,ANIMAL SHOOTING INCIDENT,2013/08/17 04:50:00+00,2013,1285,6000 CANYONSIDE ROAD,LA CRENSCENTA,CA,91214,CVS,CRESCENTA VALLEY STATION,,,1,,,,34.2439979072,-118.2239837608
-118.1609034,34.0417655210001,144,1000176,ANIMAL SHOOTING INCIDENT,2013/09/11 13:50:00+00,2013,0291,MEDNIK AVENUE AND HAMMEL AVENUE,LOS ANGELES,CA,90022,COP,COPS BUREAU,,,1,,,,34.0417655206,-118.1609034004
-118.300177618,34.018000285,145,1000137,ANIMAL SHOOTING INCIDENT,2013/10/12 14:39:59+00,2013,6893,EXPOSITION BOULEVARD AND NORMANDIE AVENUE,LOS ANGELES,CA,90062,TSB,TRANSIT SERVICES BUREAU,,,1,,,,34.0180002852,-118.3001776184
-118.093004513,34.698092221,146,1000138,ANIMAL SHOOTING INCIDENT,2013/10/24 19:30:00+00,2013,1135,LANGHORN STREETAND LANDAU AVENUE,LANCASTER,CA,93535,LCS,LANCASTER STN,,,1,,,,34.6980922208,-118.0930045131
-118.304526188,33.9301018400001,147,1000139,ANIMAL SHOOTING INCIDENT,2013/11/08 15:19:00+00,2013,0374,1600 W. IMPERIAL HIGHWAY,LOS ANGELES,CA,90047,SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.9301018396,-118.3045261883
-118.138125431,34.685999899,148,1000140,ANIMAL SHOOTING INCIDENT,2013/12/06 06:00:00+00,2013,1123,44200 CEDAR AVENUE,LANCASTER,CA,93534,OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,34.6859998991,-118.1381254307
-118.201000787,33.896084779,149,1000141,ANIMAL SHOOTING INCIDENT,2013/12/21 08:09:00+00,2013,2826,2000 E. COMPTON BOULEVARD,COMPTON,CA,90220,COM,COMPTON STN,,,1,,,,33.8960847787,-118.2010007874
-117.874937226,34.0139264100001,150,1000142,ANIMAL SHOOTING INCIDENT,2013/12/30 21:14:59+00,2013,2917,200 CALLE LUNA,WALNUT,CA,91789,WAL,WALNUT/SAN DIMAS STN,,,1,,,,34.0139264102,-117.8749372261
-118.071262386,34.0130582030001,151,1000143,ANIMAL SHOOTING INCIDENT,2014/01/16 08:19:59+00,2014,1511,9500 BANTA ROAD,PICO RIVERA,CA,90660,OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,34.0130582029,-118.0712623864
-118.157013192,34.700999923,152,1000144,ANIMAL SHOOTING INCIDENT,2014/04/03 14:31:00+00,2014,1125,45000 15TH STREET WEST,LANCASTER,CA,93534,LCS,LANCASTER STN,,,1,,,,34.700999923,-118.1570131919
-118.068996096,33.8247841400001,153,1000177,ANIMAL SHOOTING INCIDENT,2014/08/06 06:04:59+00,2014,1351,12300 224TH STREET,HAWAIIAN GARDENS,CA,90716,LKD,LAKEWOOD STN,,,1,,,,33.8247841403,-118.0689960957
-118.153998172,34.599802771,154,1000145,ANIMAL SHOOTING INCIDENT,2014/08/07 09:59:59+00,2014,2612,1300 KINGS ROAD,PALMDALE,CA,93550,PLM,PALMDALE STN,,,1,,,,34.5998027711,-118.1539981724
-118.134010532,33.8939999350001,155,1000146,ANIMAL SHOOTING INCIDENT,2014/08/11 23:39:59+00,2014,1332,15400 CLARK AVENUE,BELLFLOWER,CA,90706,LKD,LAKEWOOD STN,,,1,,,,33.893999935,-118.1340105324
-117.964387689,34.0121155640001,156,1000148,ANIMAL SHOOTING INCIDENT,2014/09/02 16:50:00+00,2014,1478,1000 GALEMONT AVENUE,HACIENDA HEIGHTS,CA,91745,IDT,INDUSTRY STN,,,1,,,,34.0121155637,-117.9643876885
-118.740001524,34.1430774680001,157,1000149,ANIMAL SHOOTING INCIDENT,2014/09/15 12:59:59+00,2014,2223,5200 CHESEBRO ROAD,AGOURA HILLS,CA,91301,LHS,LOS HILLS STATION,,,1,,,,34.1430774679,-118.7400015242
-118.493963222,34.3780321890001,158,1000150,ANIMAL SHOOTING INCIDENT,2014/10/13 22:50:00+00,2014,0652,PLACERITA CANYON ROAD AND SIERRA HIGHWAY,SANTA CLARITA,CA,91321,SCV,SANTA CLARITA VALLEY STN,,,1,,,,34.3780321891,-118.4939632216
-117.970003147,34.541130738,159,1000183,ANIMAL SHOOTING INCIDENT,2014/10/27 12:46:00+00,2014,2663,36400 COLCORD AVENUE,LITTLEROCK,CA,93543,PLM,PALMDALE STN,,,1,,,,34.5411307385,-117.9700031474
-118.154810789,34.7071964880001,160,1000506,ANIMAL SHOOTING INCIDENT,2014/11/20 16:20:00+00,2014,1121,1400 WEST INDIAN SAGE ROAD,LANCASTER,CA,93534,LCS,LANCASTER STN,,,1,,,,34.7071964882,-118.1548107885
-117.894401072,34.008024489,161,1000178,ANIMAL SHOOTING INCIDENT,2014/12/05 11:48:00+00,2014,1443,500 RICHBURN AVENUE,LA PUENTE,CA,91744,IDT,INDUSTRY STN,,,1,,,,34.0080244888,-117.8944010719
-118.208119896,33.9147129310001,162,1000185,ANIMAL SHOOTING INCIDENT,2014/12/19 22:30:00+00,2014,2899,3500 BURTON AVENUE,LYNWOOD,CA,90262,OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.9147129314,-118.208119896
-118.203032019,33.9938014090001,163,1000152,ANIMAL SHOOTING INCIDENT,2014/12/22 08:58:59+00,2014,0250,3500 E. 53RD STREET,MAYWOOD,CA,90270,ELA,EAST LA STN,,,1,,,,33.9938014094,-118.2030320188
-117.863062566,34.059983301,164,1000153,ANIMAL SHOOTING INCIDENT,2014/12/27 16:20:00+00,2014,2941,20000 DEMERAL DRIVE,COVINA HILLS,CA,91724,WAL,WALNUT/SAN DIMAS STN,,,1,,,,34.0599833008,-117.863062566
-118.154013353,34.4509962660001,165,1000154,ANIMAL SHOOTING INCIDENT,2015/01/15 17:25:00+00,2015,2645,30200 ALISO CANYON ROAD,ACTON,CA,93510,PLM,PALMDALE STN,,,1,,,,34.4509962659,-118.1540133534
-118.186229726,34.0219993480001,166,1000155,ANIMAL SHOOTING INCIDENT,2015/01/17 08:06:59+00,2015,0276,1000 S. EASTMAN AVENUE,LOS ANGELES,CA,90023,SEB,SPECIAL ENFORCEMENT BUR,,,1,,,,34.0219993484,-118.1862297263
-118.008922268,34.1001459770001,167,1000156,ANIMAL SHOOTING INCIDENT,2015/01/23 11:47:00+00,2015,8339,5400 N. PECK ROAD,ARCADIA,CA,91006,PKB,PARKS BUREAU,,,1,,,,34.100145977,-118.0089222677
-118.356999804,33.8756965000001,168,1000167,ANIMAL SHOOTING INCIDENT,2015/01/26 21:30:00+00,2015,0333,4600 170TH STREET,LAWNDALE,CA,90260,SLA,SOUTH LOS ANGELES STATION,,,1,,,,33.8756965003,-118.3569998036
-118.058999235,34.5669156500001,169,1000157,ANIMAL SHOOTING INCIDENT,2015/01/31 09:35:00+00,2015,2608,37700 MEDEA COURT,PALMDALE,CA,93550,PLM,PALMDALE STN,,,1,,,,34.5669156502,-118.0589992352
-117.945004122,34.5510096780001,170,1000158,ANIMAL SHOOTING INCIDENT,2015/02/02 20:31:00+00,2015,2619,10200 E. AVENUE S-8,LITTLEROCK,CA,93543,PLM,PALMDALE STN,,,1,,,,34.5510096777,-117.9450041215
-118.227908886,33.8239982800001,171,1000159,ANIMAL SHOOTING INCIDENT,2015/02/13 08:29:00+00,2015,0626,223RD STREET AND ALAMEDA STREET,CARSON,CA,90810,CSN,CARSON STATION,,,1,,,,33.8239982796,-118.227908886
-118.18708006,33.930021362,172,1000160,ANIMAL SHOOTING INCIDENT,2015/04/22 23:47:00+00,2015,2113,4200 LOS FLORES BOULEVARD,LYNWOOD,CA,90262,CEN,CENTURY STN,,,1,,,,33.9300213621,-118.1870800599
-118.101052512,34.5538785700001,173,1000168,ANIMAL SHOOTING INCIDENT,2015/05/02 19:34:59+00,2015,2603,37000 ERIK COURT,PALMDALE,CA,93550,PLM,PALMDALE STN,,,1,,,,34.5538785697,-118.1010525121
-118.300202638,33.9920001790001,174,1000179,ANIMAL SHOOTING INCIDENT,2015/05/19 06:24:59+00,2015,2842,1400 W. 55TH STREET,LOS ANGELES,CA,90062,OSS,OPERATION SAFE STREETS BUREAU,,,1,,,,33.9920001792,-118.3002026377
-118.189761385,33.891010968,175,1000162,ANIMAL SHOOTING INCIDENT,2015/05/30 20:25:00+00,2015,2852,15600 S. FRAILEY AVENUE,EAST RANCHO DOMINGUEZ,CA,90221,COM,COMPTON STN,,,1,,,,33.8910109675,-118.1897613846
-118.219024029,33.8704928170001,176,1000390,ANIMAL SHOOTING INCIDENT,2015/08/25 05:41:00+00,2015,2837,MANVILLE STREET AND WILLOWBROOK AVENUE,COMPTON,CA,90220,CPT,COMPTON STATION,,,1,,,,33.8704928171,-118.2190240286
-118.701245539,34.039179199,177,1000393,ANIMAL SHOOTING INCIDENT,2015/08/30 17:45:00+00,2015,1015,MALIBU CANYON ROAD AND SEAVER WAY,MALIBU,CA,90265,LHS,LOS HILLS STATION,,,1,,,,34.0391791987,-118.7012455392
-118.157956676,34.030131795,178,1000548,ANIMAL SHOOTING INCIDENT,2015/09/23 06:00:00+00,2015,3602,5000 E. 4TH STREET,LOS ANGELES,CA,90022,NAR, NARCOTICS BUREAU,,,1,,,,34.0301317952,-118.1579566762
-118.255865177,33.897275839,179,1000589,ANIMAL SHOOTING INCIDENT,2015/10/31 00:30:00+00,2015,,1000 E. 149TH ST.,COMPTON,CA,90220,COM, COMPTON STN,,,1,,,,33.8972758385,-118.2558651767
-118.312041599,33.7960004130001,180,1000590,ANIMAL SHOOTING INCIDENT,2015/11/01 01:44:59+00,2015,1712,1900 ALCOR ST.,LOMITA,CA,90717,LMT, LOMITA STN,,,1,,,,33.7960004128,-118.3120415986
-117.812714778,34.622000766,181,1000593,ANIMAL SHOOTING INCIDENT,2015/11/25 12:59:59+00,2015,1197,40700 178TH STREET EAST,LAKE LOS ANGELES,CA,93535,LCS, LANCASTER STN,,,1,,,,34.6220007662,-117.8127147776
-118.109520225,34.6690011250001,182,1000682,ANIMAL SHOOTING INCIDENT,2016/02/15 15:59:59+00,2016,1137,43300 11TH STREET EAST,LANCASTER,CA,93535,LCS, LANCASTER STN,,,1,,,,34.6690011248,-118.109520225
-118.102000311,34.5690373670001,183,1000718,ANIMAL SHOOTING INCIDENT,2016/04/27 04:30:00+00,2016,,37800 LASKER AVENUE,PALMDALE,CA,93550,SEB, SPECIAL ENFORCEMENT BUR,,,1,,,,34.5690373666,-118.1020003114
-118.158117065,34.7010000830001,184,1000739,ANIMAL SHOOTING INCIDENT,2016/05/05 14:29:59+00,2016,1125,45000 16TH STREET WEST,LANCASTER,CA,93534,LCS, LANCASTER STN,,,1,,,,34.7010000826,-118.1581170652
-118.244001658,33.9612180400001,185,1000805,ANIMAL SHOOTING INCIDENT,2016/07/19 17:35:00+00,2016,2174,1600 EAST 85TH STREET,LOS ANGELES,CA,90001,OSS, OPERATION SAFE STREETS BUREAU,,,1,,,,33.96121804,-118.2440016578
-118.289452016,34.71799137,186,1000807,ANIMAL SHOOTING INCIDENT,2016/07/20 04:44:59+00,2016,1187,8700 WEST AVENUE H,LANCASTER,CA,93536,LCS, LANCASTER STN,,,1,,,,34.7179913697,-118.2894520163
-117.687998978,34.71864142,187,1000809,ANIMAL SHOOTING INCIDENT,2016/07/25 00:49:59+00,2016,1194,45900 247TH EAST STREET EAST,LANCASTER,CA,93535,LCS, LANCASTER STN,,,1,,,,34.7186414197,-117.6879989775
-118.226254196,34.2300459960001,188,1000808,ANIMAL SHOOTING INCIDENT,2016/08/10 03:59:59+00,2016,1200,5300 OCEAN VIEW BLVD,LA CANADA FLINTRIDGE,CA,91011,CRV, CRESCENTA VALLEY STN,,,1,,,,34.2300459961,-118.2262541961
-118.266999115,33.827839291,189,1000813,ANIMAL SHOOTING INCIDENT,2016/08/22 18:37:59+00,2016,1618,21900 SOUTH GRACE AVENUE,CARSON,CA,90745,CSN, CARSON STN,,,1,,,,33.8278392914,-118.266999115
-117.748413945,34.1341537480001,190,1000938,ANIMAL SHOOTING INCIDENT,2016/12/13 18:20:00+00,2016,0877,5000 LIVE OAK CANYON ROAD,LAVERNE,CA,91750,OSS, OPERATION SAFE STREETS BUREAU,,,1,,,,34.1341537483,-117.748413945
-118.11473822,34.6981249340001,191,1001038,ANIMAL SHOOTING INCIDENT,2017/02/17 11:29:59+00,2017,1100,800 E. LANGHORN STREET,LANCASTER,CA,93535,LCS, LANCASTER STN,,,1,,,,34.6981249337,-118.1147382202
-118.232487888,34.0967189720001,192,1001056,ANIMAL SHOOTING INCIDENT,2017/03/02 07:30:00+00,2017,6101,1500 SAN FERNANDO ROAD,LOS ANGELES,CA,90065,MTL, METROLINK,,,1,,,,34.0967189719,-118.2324878878
-118.370529157,33.393487776,193,1001102,ANIMAL SHOOTING INCIDENT,2017/04/18 14:00:00+00,2017,1871,WHITES LANDING ROAD AND AIRPORT ROAD,AVALON,CA,90704,AVA, AVALON STN,,,1,,,,33.3934877759,-118.3705291565
-118.143999998,34.6676679290001,194,1001118,ANIMAL SHOOTING INCIDENT,2017/05/17 18:30:00+00,2017,1125,WEST AV K-12 AND GADSDEN AV,LANCASTER,CA,93534,LCS, LANCASTER STN,,,1,,,,34.667667929,-118.1439999978
-118.212998108,33.9058033850001,195,1001119,ANIMAL SHOOTING INCIDENT,2017/05/24 20:00:00+00,2017,2823,1000 EAST TUCKER STREET,COMPTON,CA,90220,COM, COMPTON STN,,,1,,,,33.905803385,-118.2129981076
-118.22300879,33.9180555200001,196,1001159,ANIMAL SHOOTING INCIDENT,2017/06/21 08:00:00+00,2017,2820,300 BANNING STREET,COMPTON,CA,90220,COM, COMPTON STN,,,1,,,,33.9180555199,-118.2230087898
-118.110732388,34.5810030050001,197,1001165,ANIMAL SHOOTING INCIDENT,2017/06/22 03:46:59+00,2017,2610,38500 10TH STREET EAST,PALMDALE,CA,93550,PLM,PALMDALE STN,,,1,,,,34.5810030047,-118.1107323879
-117.992999333,33.8980040180001,198,1001164,ANIMAL SHOOTING INCIDENT,2017/06/30 01:51:59+00,2017,0468,15900 FORMBY DRIVE,LA MIRADA,CA,90638,OSS, OPERATION SAFE STREETS BUREAU,,,1,,,,33.898004018500004,-117.9929993334
-118.325944091,33.3419642920001,199,1001242,ANIMAL SHOOTING INCIDENT,2017/08/01 21:00:00+00,2017,1871,200 SUMNER AVENUE,AVALON,CA,90704,AVA, AVALON STN,,,1,,,,33.341964292,-118.3259440912
-118.170008073,34.0501113710001,200,1001243,ANIMAL SHOOTING INCIDENT,2017/08/21 06:59:59+00,2017,,1000 N. EASTERN AVENUE,LOS ANGELES,CA,90063,TB, TRAINING BUREAU,,,1,,,,34.0501113705,-118.1700080727
-118.098350554,34.5739952800001,201,1001244,ANIMAL SHOOTING INCIDENT,2017/08/26 06:59:59+00,2017,2610,1700 E. AVENUE Q-14,PALMDALE,CA,93550,PLM, PALMDALE STN,,,1,,,,34.5739952798,-118.0983505544
-118.304,33.94004484,202,1001303,ANIMAL SHOOTING INCIDENT,2017/10/11 01:06:59+00,2017,,1500 1/2 WERST 105TH STREET,LOS ANGELES,CA,90047,SLA, SOUTH LOS ANGELES STATION,,,1,,,,33.9400448397,-118.304
-118.223983761,34.2439979070001,203,1001326,ANIMAL SHOOTING INCIDENT,2017/11/11 09:40:00+00,2017,,6000 CANYONSIDE ROAD,LA CRESCENTA,CA,91214,CRV, CRESCENTA VALLEY STN,,,1,,,,34.2439979072,-118.2239837608
-118.094071924,34.6959994100001,204,1001332,ANIMAL SHOOTING INCIDENT,2017/12/06 16:47:00+00,2017,1137,2300 LIGHTCAP STREET,LANCASTER,CA,93535,LCS, LANCASTER STN,,,1,,,,34.6959994096,-118.0940719242
-117.962864251,34.0451235680001,205,1001384,ANIMAL SHOOTING INCIDENT,2018/01/22 22:37:00+00,2018,,800 SHADYDALE AVENUE,WEST VALINDA,CA,91744,IND, INDUSTRY STN,,,1,,,,34.0451235679,-117.9628642506
-118.149998476,33.862784801,206,1001424,ANIMAL SHOOTING INCIDENT,2018/03/20 06:24:59+00,2018,3613,3700 EAST HUNGERFORD STREET,LONG BEACH,CA,90805,LKD, LAKEWOOD STN,,,1,,,,33.8627848007,-118.1499984761
-118.241892464,33.948000332,207,1001441,ANIMAL SHOOTING INCIDENT,2018/03/28 15:55:00+00,2018,3802,9600 1/2 LAUREL STREET,LOS ANGELES,CA,90002,TRP, TRAP,,,1,,,,33.9480003317,-118.2418924635
-118.281999999,33.9309998800001,208,1001501,ANIMAL SHOOTING INCIDENT,2018/05/16 09:40:00+00,2018,0399,11200 FIGUEROA STREET,LOS ANGELES,CA,90061,SLA, SOUTH LOS ANGELES STATION,,,1,,,,33.9309998799,-118.2819999994
-118.170002294,34.664004871,209,1001521,ANIMAL SHOOTING INCIDENT,2018/06/11 19:47:00+00,2018,1192,43000 22ND STREET WEST,LANCASTER,CA,93536,LCS, LANCASTER STN,,,1,,,,34.6640048705,-118.1700022936
-117.954829144,34.1138908790001,210,1001649,ANIMAL SHOOTING INCIDENT,2018/08/23 17:50:00+00,2018,,15500 ARROW HWY (SANTE FE DAM),IRWINDALE,CA,91706,PKB, PARKS BUREAU,,,1,,,,34.1138908787,-117.9548291435
-118.103057181,34.6959997230001,211,1001621,ANIMAL SHOOTING INCIDENT,2018/10/04 07:50:00+00,2018,1135,44900 ROCK ISLAND DRIVE,LANCASTER,CA,93535,LCS, LANCASTER STN,,,1,,,,34.6959997233,-118.1030571808
