X,Y,OBJECTID,INCIDENT_NUMBER,INCIDENT_TYPE,INCIDENT_DATE,INCIDENT_YEAR,REPORTING_DISTRICT,INCIDENT_LOCATION,CITY,STATE,ZIP,HANDLING_UNIT_ID,HANDLING_UNIT_NAME,HIT_SHOOTING,NON_HIT_SHOOTING,ANIMAL_SHOOTING,OTHER_SHOOTING,UNINTENTIONAL_DISCHARGE,WARNING_SHOT,APPROX_LATITUDE,APPROX_LONGITUDE
-117.674390101,34.1783399020001,212,1001648,ANIMAL SHOOTING INCIDENT,2018/11/20 09:30:00+00,2018,,100 W. 9TH STREET,SAN BERNARDINO,CA,92401,MCJ, MEN'S CENTRAL JAIL,,,1,,,,34.1783399024,-117.6743901014
-118.113112028,33.8390013210001,213,1001650,ANIMAL SHOOTING INCIDENT,2019/01/31 07:30:00+00,2019,1324,4400 GONDAR AVENUE,LAKEWOOD,CA,90713,OSS, OPERATION SAFE STREETS BUREAU,,,1,,,,33.8390013212,-118.1131120285
-118.178010569,34.0449998610001,214,1001651,ANIMAL SHOOTING INCIDENT,2019/02/09 15:37:59+00,2019,0272,800 NORTH BRANNICK,LOS ANGELES,CA,90022,ELA, EAST LA STN,,,1,,,,34.0449998612,-118.1780105686
-118.196999716,34.2190845320001,215,1001846,ANIMAL SHOOTING INCIDENT,2019/06/17 05:00:00+00,2019,,ANGELES CREST HIGHWAY & HARTER LANE,LA CANADA - FLINTRIDGE,CA,91011,CRV, CRESCENTA VALLEY STN,,,1,,,,34.2190845316,-118.1969997158
-117.960490964,34.5830144020001,216,1001847,ANIMAL SHOOTING INCIDENT,2019/10/10 15:30:00+00,2019,,9300 EAST AVENUE Q-4,PALMDALE,CA,93591,PLM, PALMDALE STN,,,1,,,,34.5830144019,-117.9604909643
-118.09499072,34.7189999560001,217,1002128,ANIMAL SHOOTING INCIDENT,2021/03/24 19:34:59+00,2021,2607,46000 20TH STREET EAST,LANCASTER,CA,93535,LCS, LANCASTER STN,,,1,,,,34.7189999563,-118.0949907202
-118.282549309,33.8809841560001,218,1000289,HIT SHOOTING INCIDENT,2010/01/14 15:40:59+00,2010,1699,500 WEST GARDENA BOULEVARD,LOS ANGELES,CA,90248,CSN,CARSON STN,1,,,,,,33.8809841563,-118.2825493095
-118.072000198,33.857056572,219,1000291,HIT SHOOTING INCIDENT,2010/02/26 04:28:59+00,2010,1349,NORWALK BOULEVARD AND CAMBRIAN STREET,ARTESIA,CA,90701,LKD,LAKEWOOD STN,1,,,,,,33.8570565718,-118.0720001983
-118.201509346,33.952950785,220,1000313,HIT SHOOTING INCIDENT,2010/03/06 03:30:00+00,2010,2199,3800 FIRESTONE BLVD.,SOUTH GATE,CA,90280,CEN,CENTURY STN,1,,,,,,33.9529507851,-118.2015093463
-118.197141441,33.9800161420001,221,1000292,HIT SHOOTING INCIDENT,2010/03/09 11:32:00+00,2010,3199,6300 BEAR AVENUE,BELL GARDENS,CA,90201,SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.9800161422,-118.1971414406
-118.182033976,34.0480042840001,222,1000293,HIT SHOOTING INCIDENT,2010/03/24 00:14:00+00,2010,0272,3900 DOBINSON STREET,LOS ANGELES,CA,90063,ELA,EAST LA STN,1,,,,,,34.0480042842,-118.1820339761
-118.164848215,34.0209684060001,223,1000295,HIT SHOOTING INCIDENT,2010/04/13 21:10:00+00,2010,0284,900 S. KERN AVENUE,EAST LOS ANGELES,CA,90022,ELA,EAST LA STN,1,,,,,,34.0209684062,-118.1648482148
-118.236000044,33.9260069330001,224,1000296,HIT SHOOTING INCIDENT,2010/04/18 00:42:00+00,2010,6851,11700 WILLOWBROOK AVENUE,LOS ANGELES,CA,90059,TSB,TRANSIT SERVICES BUREAU,1,,,,,,33.9260069326,-118.2360000436
-118.077310503,33.8289968280001,225,1000297,HIT SHOOTING INCIDENT,2010/05/06 03:59:59+00,2010,1351,21900 DEVLIN AVENUE,HAWAIIAN GARDENS,CA,90716,LKD,LAKEWOOD STN,1,,,,,,33.8289968279,-118.0773105028
-117.910025765,34.156061531,226,1000304,HIT SHOOTING INCIDENT,2010/06/09 01:59:00+00,2010,3199,1800 MORNINGSIDE COURT,AZUSA,CA,91702,WHD,WEST HOLLYWOOD STN,1,,,,,,34.1560615311,-117.9100257649
-117.916172856,34.0170458710001,227,1000305,HIT SHOOTING INCIDENT,2010/06/15 10:41:00+00,2010,1442,100 SANDALWOOD AVENUE,EAST VALINDA,CA,91744,IDT,INDUSTRY STN,1,,,,,,34.0170458706,-117.9161728556
-118.122012154,33.888,228,1000307,HIT SHOOTING INCIDENT,2010/06/16 21:43:00+00,2010,1337,16100 EUCALYPTUS AVENUE,BELLFLOWER,CA,90706,LKD,LAKEWOOD STN,1,,,,,,33.888,-118.1220121541
-118.162886709,33.8329997070001,229,1000306,HIT SHOOTING INCIDENT,2010/06/19 17:31:00+00,2010,1323,4200 DEEBOYAR AVENUE,LAKEWOOD,CA,90713,LKD,LAKEWOOD STN,1,,,,,,33.8329997068,-118.1628867089
-118.39504746,34.142988001,230,1000308,HIT SHOOTING INCIDENT,2010/06/24 21:35:00+00,2010,3199,12100 VENTURA BOULEVARD,STUDIO CITY,CA,91604,NARCO,NARCOTICS BUREAU,1,,,,,,34.1429880009,-118.3950474604
-118.490992033,34.42092532,231,1000310,HIT SHOOTING INCIDENT,2010/07/09 02:50:00+00,2010,0610,20400 SOLEDAD CANYON ROAD,CANYON COUNTRY,CA,91351,SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.4209253203,-118.4909920327
-118.254004728,33.923123049,232,1000323,HIT SHOOTING INCIDENT,2010/08/21 22:47:59+00,2010,2140,12000 CENTRAL AVENUE,LOS ANGELES,CA,90059,CEN,CENTURY STN,1,,,,,,33.9231230494,-118.254004728
-118.163001977,34.6676830870001,233,1000314,HIT SHOOTING INCIDENT,2010/10/01 12:45:00+00,2010,1126,43200 18TH STREET WEST,LANCASTER,CA,93534,LCS,LANCASTER STN,1,,,,,,34.6676830869,-118.1630019774
-118.16322084,34.014047229,234,1000317,HIT SHOOTING INCIDENT,2010/10/09 18:46:59+00,2010,0284,1300 FRASER AVE,LOS ANGELES,CA,90022,ELA,EAST LA STN,1,,,,,,34.0140472292,-118.1632208404
-118.208914166,33.9212681220001,235,1000318,HIT SHOOTING INCIDENT,2010/10/10 00:23:00+00,2010,2117,LONG BEACH BLVD. AND JOSEPHINE STREET,LYNWOOD,CA,90262,CEN,CENTURY STN,1,,,,,,33.921268122,-118.2089141657
-118.192747645,33.933978139,236,1000325,HIT SHOOTING INCIDENT,2010/10/27 09:36:59+00,2010,2113,4500 ABBOTT ROAD,LYNWOOD,CA,90262,CEN,CENTURY STN,1,,,,,,33.9339781388,-118.1927476453
-118.244999055,33.919839509,237,1000328,HIT SHOOTING INCIDENT,2010/11/08 22:17:00+00,2010,2134,1600 E. 123RD STREET,LOS ANGELES,CA,90059,CEN,CENTURY STN,1,,,,,,33.9198395093,-118.2449990547
-117.90098694,33.988163016,238,1000331,HIT SHOOTING INCIDENT,2010/11/26 21:16:00+00,2010,2931,18500 COLIMA ROAD,ROWLAND HEIGHTS,CA,91748,WAL,WALNUT/SAN DIMAS STN,1,,,,,,33.9881630156,-117.9009869396
-118.164,34.0423928590001,239,1000333,HIT SHOOTING INCIDENT,2010/12/01 15:07:00+00,2010,0281,4700 HAMMEL STREET,EAST LOS ANGELES,CA,90022,ELA,EAST LA STN,1,,,,,,34.0423928592,-118.1639999999
-118.251261838,34.6469971920001,240,1000334,HIT SHOOTING INCIDENT,2010/12/21 17:50:00+00,2010,1181,6800 AGAVE STREET,LANCASTER,CA,93536,LCS,LANCASTER STN,1,,,,,,34.6469971917,-118.2512618378
-118.257997388,33.96560756,241,1000336,HIT SHOOTING INCIDENT,2011/01/08 00:46:59+00,2011,2199,8000 WADSWORTH AVENUE,LOS ANGELES,CA,90001,CEN,CENTURY STN,1,,,,,,33.96560756,-118.2579973879
-118.008922268,34.1001459770001,242,1000337,HIT SHOOTING INCIDENT,2011/01/10 20:19:59+00,2011,8339,5400 N. PECK ROAD,ARCADIA,CA,91006,PKB,PARKS BUREAU,1,,,,,,34.100145977,-118.0089222677
-118.177003308,34.0432778520001,243,1000335,HIT SHOOTING INCIDENT,2011/01/11 19:17:00+00,2011,0275,600 N. BRANNICK AVENUE,LOS ANGELES,CA,90063,ELA,EAST LA STN,1,,,,,,34.043277852,-118.1770033079
-118.07113056,34.549612693,244,1000338,HIT SHOOTING INCIDENT,2011/02/05 21:56:00+00,2011,2603,3200 THOMAS AVENUE,PALMDALE,CA,93550,PLM,PALMDALE STN,1,,,,,,34.5496126935,-118.0711305597
-118.050952084,34.0393412980001,245,1000339,HIT SHOOTING INCIDENT,2011/02/11 14:35:00+00,2011,0562,EAST 60 FREEWAY AND SANTA ANITA AVENUE,SOUTH EL MONTE,CA,91773,TTCF,TWIN TOWERS CORRECTIONAL FACILITY,1,,,,,,34.0393412984,-118.0509520839
-118.177939012,34.0170015480001,246,1000340,HIT SHOOTING INCIDENT,2011/02/14 20:15:00+00,2011,0278,SUNOL DRIVE AND BOSWELL PLACE,LOS ANGELES,CA,90063,ELA,EAST LA STN,1,,,,,,34.017001548,-118.1779390117
-118.131003437,34.178415359,247,1000341,HIT SHOOTING INCIDENT,2011/02/18 23:26:59+00,2011,0774,900 E NEW YORK DRIVE,ALTADENA,CA,91001,ALD,ALTADENA STN,1,,,,,,34.1784153585,-118.1310034373
-118.169187292,34.0329991840001,248,1000342,HIT SHOOTING INCIDENT,2011/02/26 03:53:00+00,2011,0283,4500 EAST THIRD STREET,LOS ANGELES,CA,90063,ELA,EAST LA STN,1,,,,,,34.0329991839,-118.1691872916
-118.120014914,34.6018299420001,249,1000344,HIT SHOOTING INCIDENT,2011/03/01 15:29:00+00,2011,2614,500 EAST AVENUE P-14,PALMDALE,CA,93550,PLM,PALMDALE STN,1,,,,,,34.6018299418,-118.1200149139
-118.153559155,33.840968837,250,1000345,HIT SHOOTING INCIDENT,2011/03/10 20:35:00+00,2011,1323,3300 FAIRMAN ST,LAKEWOOD,CA,90723,LKD,LAKEWOOD STN,1,,,,,,33.8409688369,-118.1535591547
-118.262007143,33.9163519000001,251,1000346,HIT SHOOTING INCIDENT,2011/03/12 02:51:59+00,2011,2142,700 E. EL SEGUNDO BLVD.,LOS ANGELES,CA,90059,CEN,CENTURY STN,1,,,,,,33.9163518999,-118.262007143
-118.073349724,34.141997163,252,1000347,HIT SHOOTING INCIDENT,2011/03/26 01:54:59+00,2011,0590,200 SOUTH ROSEMEAD BOULEVARD,PASADENA,CA,91107,TEM,TEMPLE CITY STN,1,,,,,,34.1419971635,-118.0733497242
-118.250994486,33.9529999260001,253,1000364,HIT SHOOTING INCIDENT,2011/04/04 09:00:00+00,2011,2176,1300 92ND STREET AND ZAMORA AVENUE,LOS ANGELES,CA,90002,CEN,CENTURY STN,1,,,,,,33.9529999261,-118.2509944855
-118.260001851,33.9702784460001,254,1000349,HIT SHOOTING INCIDENT,2011/04/05 20:58:59+00,2011,2172,800 E. 76TH PLACE,LOS ANGELES,CA,90001,CEN,CENTURY STN,1,,,,,,33.9702784464,-118.2600018512
-118.129361052,34.571998416,255,1000359,HIT SHOOTING INCIDENT,2011/04/08 18:04:00+00,2011,2611,100 EAST AVENUE R-4,PALMDALE,CA,93550,PLM,PALMDALE STN,1,,,,,,34.5719984164,-118.1293610521
-118.245999905,33.931119747,256,1000351,HIT SHOOTING INCIDENT,2011/05/22 06:30:00+00,2011,2199,114TH STREET AND  COMPTON AVENUE,LOS ANGELES,CA,90059,CEN,CENTURY STN,1,,,,,,33.9311197467,-118.2459999052
-118.236000427,33.9710359920001,257,1000352,HIT SHOOTING INCIDENT,2011/05/24 06:43:59+00,2011,2173,2000 EAST 76TH STREET,LOS ANGELES,CA,90001,CEN,CENTURY STN,1,,,,,,33.9710359919,-118.2360004274
-118.254285245,33.92900207,258,1000353,HIT SHOOTING INCIDENT,2011/05/25 20:32:59+00,2011,2131,11600 SOUTH CENTRAL AVENUE,LOS ANGELES,CA,90059,CEN,CENTURY STN,1,,,,,,33.9290020695,-118.254285245
-118.231997671,34.027995128,259,1000354,HIT SHOOTING INCIDENT,2011/06/22 04:30:00+00,2011,2199,1300 MATEO STREET,LOS ANGELES,CA,90021,CAF,COMM & FLEET MGMT BUR,1,,,,,,34.0279951283,-118.2319976707
-118.342784422,33.916000314,260,1000355,HIT SHOOTING INCIDENT,2011/06/23 18:46:59+00,2011,0399,12800 PRAIRIE AVENUE,HAWTHORNE,CA,90250,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.9160003138,-118.342784422
-118.280004057,34.037993859,261,1000358,HIT SHOOTING INCIDENT,2011/07/21 12:33:00+00,2011,1499,1000 WEST WASHINGTON BOULEVARD,LOS ANGELES,CA,90015,IDT,INDUSTRY STN,1,,,,,,34.0379938592,-118.2800040569
-118.201408066,33.96981549,262,1000356,HIT SHOOTING INCIDENT,2011/07/21 21:49:59+00,2011,0261,7300 SALT LAKE AVENUE,BELL GARDENS,CA,90201,ELA,EAST LA STN,1,,,,,,33.9698154896,-118.2014080659
-118.180040352,34.0140000980001,263,1000360,HIT SHOOTING INCIDENT,2011/08/20 20:29:59+00,2011,0278,1400 SOUTH DOWNEY ROAD,LOS ANGELES,CA,90063,ELA,EAST LA STN,1,,,,,,34.0140000979,-118.1800403525
-118.253875837,33.886799465,264,1000361,HIT SHOOTING INCIDENT,2011/09/09 21:19:00+00,2011,2830,2400 CYPRESS STREET,COMPTON,CA,90220,COM,COMPTON STN,1,,,,,,33.8867994647,-118.2538758369
-118.056930177,33.872067617,265,1000362,HIT SHOOTING INCIDENT,2011/10/05 22:50:00+00,2011,2316,12900 GLENDA STREET,CERRITOS,CA,90703,CSN,CARSON STN,1,,,,,,33.8720676169,-118.0569301765
-118.07400132,34.56605719,266,1000363,HIT SHOOTING INCIDENT,2011/10/13 11:39:59+00,2011,2608,3100 HEATHER AVENUE,PALMDALE,CA,93550,PLM,PALMDALE STN,1,,,,,,34.5660571898,-118.0740013205
-118.094850989,33.9249804300001,267,1000366,HIT SHOOTING INCIDENT,2011/11/29 03:36:00+00,2011,0451,11700 ELMCROFT AVENUE,NORWALK,CA,90650,NWK,NORWALK REGIONAL STN,1,,,,,,33.9249804296,-118.0948509891
-118.08106236,33.9281049470001,268,1000367,HIT SHOOTING INCIDENT,2011/12/01 04:50:00+00,2011,0451,11400 PIONEER BLVD,NORWALK,CA,90650,SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.9281049472,-118.08106236
-117.975534785,34.035437415,269,1000369,HIT SHOOTING INCIDENT,2011/12/16 03:33:59+00,2011,1463,14500 EAST VALLEY BLVD,LA PUENTE,CA,91746,IDT,INDUSTRY STN,1,,,,,,34.035437415,-117.9755347849
-118.230665313,34.0706711670001,270,1000370,HIT SHOOTING INCIDENT,2011/12/17 04:57:00+00,2011,6891,400 SOLANO AVENUE,LOS ANGELES,CA,90012,TSB,TRANSIT SERVICES BUREAU,1,,,,,,34.0706711667,-118.2306653127
-118.403183795,33.7680019060001,271,1000376,HIT SHOOTING INCIDENT,2011/12/27 18:43:00+00,2011,1735,29300 GOLDEN MEADOW DR,RANCHO PALOS VERDES,CA,90275,LMT,LOMITA STN,1,,,,,,33.7680019061,-118.4031837948
-118.143998811,33.8838258390001,272,1000371,HIT SHOOTING INCIDENT,2011/12/28 16:30:00+00,2011,1335,8800 OAK STREET,BELLFLOWER,CA,90706,LKD,LAKEWOOD STN,1,,,,,,33.8838258388,-118.1439988113
-118.066003974,34.081098502,273,1000373,HIT SHOOTING INCIDENT,2012/01/04 15:27:59+00,2012,0530,9300 E. VALLEY BLVD,ROSEMEAD,CA,91770,TEM,TEMPLE CITY STN,1,,,,,,34.0810985017,-118.0660039738
-118.157837367,33.9092397640001,274,1000374,HIT SHOOTING INCIDENT,2012/01/05 14:47:00+00,2012,1365,8100 CENTURY BLVD,PARAMOUNT,CA,90723,LKD,LAKEWOOD STN,1,,,,,,33.9092397639,-118.1578373674
-118.146994891,34.685797311,275,1000379,HIT SHOOTING INCIDENT,2012/01/21 23:03:00+00,2012,1126,44200 W. 10TH STREET,LANCASTER,CA,93534,LCS,LANCASTER STN,1,,,,,,34.6857973107,-118.1469948908
-118.132289799,34.697997709,276,1000381,HIT SHOOTING INCIDENT,2012/02/01 21:01:59+00,2012,1132,44900 SPEARMAN AVENUE,LANCASTER,CA,93534,OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,34.6979977089,-118.1322897987
-118.213781474,33.9050100690001,277,1000382,HIT SHOOTING INCIDENT,2012/02/08 08:13:59+00,2012,2824,1400 NORTH PEARL STREET,COMPTON,CA,90221,MCB,MAJOR CRIMES BUREAU,1,,,,,,33.9050100692,-118.2137814743
-118.158859455,33.8830003090001,278,1000385,HIT SHOOTING INCIDENT,2012/02/21 00:24:59+00,2012,1367,16600 PARAMOUNT BLVD,PARAMOUNT,CA,90723,LKD,LAKEWOOD STN,1,,,,,,33.8830003095,-118.1588594552
-118.094513419,33.986252887,279,1000384,HIT SHOOTING INCIDENT,2012/02/22 21:37:59+00,2012,1515,6500 ROSEMEAD BLVD,PICO RIVERA,CA,90660,PRV,PICO RIVERA STN,1,,,,,,33.9862528875,-118.094513419
-118.066998961,33.877005625,280,1000386,HIT SHOOTING INCIDENT,2012/02/26 19:34:00+00,2012,1348,16900 CEDARWOOD COURT,CERRITOS,CA,90703,LKD,LAKEWOOD STN,1,,,,,,33.8770056248,-118.0669989607
-118.253043795,33.900993224,281,1000387,HIT SHOOTING INCIDENT,2012/03/04 00:27:00+00,2012,2199,100 144TH STREET AND CENTRAL AVENUE,COMPTON,CA,90220,CEN,CENTURY STN,1,,,,,,33.9009932241,-118.2530437949
-118.233999121,33.943125825,282,1000388,HIT SHOOTING INCIDENT,2012/03/07 14:48:59+00,2012,2199,10300 LOU DILLON AVENUE,LOS ANGELES,CA,90059,OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,33.943125825,-118.233999121
-118.075603116,33.8340007480001,283,1000396,HIT SHOOTING INCIDENT,2012/03/08 15:30:00+00,2012,3674,215TH STREET AND ELAINE AVENUE,HAWAIIAN GARDENS,CA,90716,LKD,LAKEWOOD STN,1,,,,,,33.8340007475,-118.0756031157
-117.832589164,34.6010649400001,284,1000399,HIT SHOOTING INCIDENT,2012/05/05 23:36:59+00,2012,1197,39600 167TH STREET,PALMDALE,CA,93591,LCS,LANCASTER STN,1,,,,,,34.6010649399,-117.8325891645
-117.959138066,34.0248794880001,285,1000400,HIT SHOOTING INCIDENT,2012/05/12 13:25:00+00,2012,1462,HUDSON AVENUE AND STAFFORD AVENUE,CITY OF INDUSTRY,CA,91744,IDT,INDUSTRY STN,1,,,,,,34.024879488,-117.9591380662
-118.227001928,33.8810376390001,286,1000401,HIT SHOOTING INCIDENT,2012/05/13 21:03:00+00,2012,2836,GLENCOE STREET AND OLEANDER AVENUE,COMPTON,CA,90220,COM,COMPTON STN,1,,,,,,33.8810376391,-118.2270019277
-118.243089974,33.908999889,287,1000402,HIT SHOOTING INCIDENT,2012/05/23 10:47:59+00,2012,2812,1000 W STOCKWELL STREET,COMPTON,CA,90222,TST,TRANSPORTATION BUREAU,1,,,,,,33.9089998885,-118.2430899737
-118.186986933,33.9200313580001,288,1000406,HIT SHOOTING INCIDENT,2012/06/21 12:00:00+00,2012,2114,11500 ATLANTIC BLVD,LYNWOOD,CA,90262,CEN,CENTURY STN,1,,,,,,33.9200313577,-118.1869869333
-118.208830691,33.908965578,289,1000407,HIT SHOOTING INCIDENT,2012/06/24 12:33:59+00,2012,2117,2100 N. LONG BEACH BOULEVARD,COMPTON,CA,90221,CEN,CENTURY STN,1,,,,,,33.9089655775,-118.2088306912
-118.207019026,33.8909989800001,290,1000408,HIT SHOOTING INCIDENT,2012/07/01 00:00:00+00,2012,2846,500 SOUTH LONG BEACH BLVD,COMPTON,CA,90220,COM,COMPTON STN,1,,,,,,33.89099898,-118.2070190256
-118.120772202,34.5820040180001,291,1000411,HIT SHOOTING INCIDENT,2012/08/03 18:00:00+00,2012,2611,38500 LARKIN AVENUE,PALMDALE,CA,93550,PLM,PALMDALE STN,1,,,,,,34.5820040184,-118.1207722019
-118.208632493,33.898017209,292,1000412,HIT SHOOTING INCIDENT,2012/08/16 12:17:59+00,2012,2824,1300 PALMER STREET,COMPTON,CA,90221,COM,COMPTON STN,1,,,,,,33.8980172086,-118.2086324934
-118.133017114,33.8899774130001,293,1000413,HIT SHOOTING INCIDENT,2012/08/24 14:10:59+00,2012,1332,9400 FLORA VISTA,BELLFLOWER,CA,90706,LKD,LAKEWOOD STN,1,,,,,,33.8899774125,-118.1330171141
-118.215002074,33.78183955,294,1000464,HIT SHOOTING INCIDENT,2012/08/29 17:32:59+00,2012,1699,SANTA FE AVENUE AND ANAHEIM STREET,LONG BEACH,CA,90813,CSN,CARSON STN,1,,,,,,33.7818395504,-118.2150020737
-118.284314618,33.836000515,295,1000414,HIT SHOOTING INCIDENT,2012/08/29 17:57:00+00,2012,1617,21200 SOUTH FIGUEROA STREET,CARSON,CA,90745,CSN,CARSON STN,1,,,,,,33.8360005148,-118.2843146178
-118.207802112,33.911514557,296,1000417,HIT SHOOTING INCIDENT,2012/09/08 19:17:00+00,2012,2824,2200 LONG BEACH BOULEVARD,COMPTON,CA,90221,COM,COMPTON STN,1,,,,,,33.9115145567,-118.2078021118
-118.150999255,33.8840509360001,297,1000418,HIT SHOOTING INCIDENT,2012/09/17 19:40:00+00,2012,1369,16600 DOWNEY AVE.,PARAMOUNT,CA,90723,LKD,LAKEWOOD STN,1,,,,,,33.8840509356,-118.1509992547
-118.160014226,34.036441918,298,1000419,HIT SHOOTING INCIDENT,2012/09/28 22:12:00+00,2012,0282,4900 1ST STREET,EAST LOS ANGELES,CA,90022,ELA,EAST LA STN,1,,,,,,34.0364419179,-118.1600142263
-118.349000252,33.9490831590001,299,1000420,HIT SHOOTING INCIDENT,2012/10/18 01:04:00+00,2012,0399,500 E. HARDY STREET,INGLEWOOD,CA,90301,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.9490831594,-118.3490002518
-118.079001266,33.884323899,300,1000422,HIT SHOOTING INCIDENT,2012/10/20 15:00:00+00,2012,0458,11900 162ND STREET,NORWALK,CA,90650,NWK,NORWALK REGIONAL STN,1,,,,,,33.8843238987,-118.0790012663
-118.205000081,33.8960544190001,301,1000421,HIT SHOOTING INCIDENT,2012/10/24 18:17:59+00,2012,2826,1600 E SAN LUIS STREET,COMPTON,CA,90221,COM,COMPTON STN,1,,,,,,33.8960544193,-118.2050000806
-118.146886791,34.716001894,302,1000425,HIT SHOOTING INCIDENT,2012/11/09 10:12:00+00,2012,0641,45900 DESERT SPRINGS ROAD,LANCASTER,CA,93534,LCS,LANCASTER STN,1,,,,,,34.7160018939,-118.1468867913
-118.237982176,33.9208978410001,303,1000426,HIT SHOOTING INCIDENT,2012/11/10 22:18:00+00,2012,2137,1900 EAST 122ND STREET,LOS ANGELES,CA,90222,CEN,CENTURY STN,1,,,,,,33.9208978414,-118.2379821764
-118.193991025,33.906068449,304,1000423,HIT SHOOTING INCIDENT,2012/11/14 19:43:00+00,2012,2851,12800 COOKACRE AVENUE,COMPTON,CA,90221,COM,COMPTON STN,1,,,,,,33.9060684488,-118.1939910246
-118.24899992,33.965004675,305,1000424,HIT SHOOTING INCIDENT,2012/11/16 21:30:00+00,2012,2174,81ST AND PARMALEE AVENUE,LOS ANGELES,CA,90001,OSS,OPERATION SAFE STREETS BUREAU,1,,,,,,33.9650046751,-118.2489999203
-118.24599766,33.9251668680001,306,1000427,HIT SHOOTING INCIDENT,2012/11/23 11:07:59+00,2012,2131,1600 E 118TH PLACE,LOS ANGELES,CA,90059,CEN,CENTURY STN,1,,,,,,33.9251668678,-118.2459976603
-118.075037213,33.9749870370001,307,1000429,HIT SHOOTING INCIDENT,2012/12/23 07:01:00+00,2012,1278,7700 NORWALK BLVD,WHITTIER,CA,90606,SEB,SPECIAL ENFORCEMENT BUR,1,,,,,,33.9749870366,-118.0750372129
-118.065966822,33.98797719,308,1000431,HIT SHOOTING INCIDENT,2013/01/10 16:08:00+00,2013,1575,HOLBROOK STREET AND  MORRILL AVENUE,WHITTIER,CA,90606,PRV,PICO RIVERA STN,1,,,,,,33.9879771898,-118.0659668216
-118.30573779,33.945999864,309,1000404,HIT SHOOTING INCIDENT,2013/01/21 04:59:00+00,2013,0374,98TH STREET AND HARVARD BL,LOS ANGELES,CA,90047,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.9459998644,-118.3057377903
-117.865013188,34.0179969710001,310,1000455,HIT SHOOTING INCIDENT,2013/02/01 08:00:00+00,2013,2914,300 N LEMON AVENUE,WALNUT,CA,91789,WAL,WALNUT/SAN DIMAS STN,1,,,,,,34.0179969707,-117.865013188
-118.269012414,33.88999762,311,1000432,HIT SHOOTING INCIDENT,2013/02/19 20:31:00+00,2013,2871,400 EAST DARLAN STREET,GARDENA,CA,90248,COM,COMPTON STN,1,,,,,,33.8899976197,-118.2690124138
-118.198632892,33.915901983,312,1000443,HIT SHOOTING INCIDENT,2013/04/09 01:49:00+00,2013,2117,4000 AGNES AVENUE,LYNWOOD,CA,90262,CEN,CENTURY STN,1,,,,,,33.9159019827,-118.1986328919
-118.20300943,33.9889415430001,313,1000434,HIT SHOOTING INCIDENT,2013/04/10 23:58:00+00,2013,0250,3500 58TH STREET,LOS ANGELES,CA,90270,ELA,EAST LA STN,1,,,,,,33.9889415429,-118.2030094297
-118.180147427,33.9440105480001,314,1000435,HIT SHOOTING INCIDENT,2013/04/20 20:29:59+00,2013,2199,9600 ATLANTIC AVENUE,SOUTH GATE,CA,90280,CEN,CENTURY STN,1,,,,,,33.9440105479,-118.1801474266
-118.291000321,33.930062745,315,1000436,HIT SHOOTING INCIDENT,2013/04/26 11:42:00+00,2013,0378,11400 S VERMONT AVE,LOS ANGELES,CA,90044,SLA,SOUTH LOS ANGELES STATION,1,,,,,,33.9300627448,-118.2910003211
-118.219887356,34.0533544040001,316,1000439,HIT SHOOTING INCIDENT,2013/04/29 10:20:00+00,2013,0286,500 FAIR VIEW AVENUE,LOS ANGELES,CA,90022,ELA,EAST LA STN,1,,,,,,34.0533544042,-118.219887356
-118.448094181,34.4249196640001,317,1000438,HIT SHOOTING INCIDENT,2013/05/01 19:25:00+00,2013,0631,ADON AVENUE EAST AND SIERRA HIGHWAY,CANYON COUNTRY,CA,91351,SCV,SANTA CLARITA VALLEY STN,1,,,,,,34.4249196643,-118.4480941808
-118.195038449,33.9687533480001,318,1000445,HIT SHOOTING INCIDENT,2013/05/11 22:02:00+00,2013,0261,4100 WALNUT STREET,CUDAHY,CA,90201,ELA,EAST LA STN,1,,,,,,33.9687533485,-118.1950384494
-118.17299982,33.9009390420001,319,1000508,HIT SHOOTING INCIDENT,2013/05/14 21:14:59+00,2013,1364,7200 RICHFIELD AVENUE,PARAMOUNT,CA,90723,LKD,LAKEWOOD STN,1,,,,,,33.9009390422,-118.1729998203
-118.245001028,33.9838655030001,320,1000441,HIT SHOOTING INCIDENT,2013/05/18 21:11:59+00,2013,2171,6100 MIRAMONTE BLVD,LOS ANGELES,CA,90001,CEN,CENTURY STN,1,,,,,,33.983865503,-118.2450010276
-118.426891347,34.1750000980001,321,1000442,HIT SHOOTING INCIDENT,2013/05/22 11:39:59+00,2013,3199,5800 ALOTT AVENUE,VAN NUYS,CA,91401,MCB,MAJOR CRIMES BUREAU,1,,,,,,34.175000098,-118.426891347
