Price,Size,Lon,Lat,ZIP
"$2,910",985ft2,-118.25915818784812,34.05749805000001,90017
"$1,655",360ft2,-118.49014837369748,34.20713175,91406
"$2,511",940ft2,-118.5978087,34.2011078,91303
"$1,750",500ft2,-118.329523,34.0980031,90028
"$2,052",668ft2,-118.3961877,34.1483989,91604
"$2,765",600ft2,-112.0743163,33.5555972,85021
"$2,293",792ft2,-118.5361872244898,34.241411224489795,91324
"$1,995",615ft2,-118.329523,34.0980031,90028
"$3,350",940ft2,-118.4158341,34.0133412,90066
"$3,695",750ft2,-118.4740699,34.0521403,90073
"$2,240",853ft2,-118.1434477,34.670445,93534
"$2,715",650ft2,-118.44685070595054,34.070877749999994,90095
"$3,300",1100ft2,-118.3465777,34.1216903,90068
"$2,200",800ft2,-118.1085554,34.0990995,91778
"$3,781",1224ft2,-118.2517547,33.8322043,90745
"$3,300",1117ft2,-118.4998204,34.2148853,91406
"$2,350",600ft2,-118.242766,34.0536909,90012
"$2,525",1056ft2,-118.242766,34.0536909,90012
"$2,350",752ft2,-76.7679626,18.0140946,0
"$1,800",400ft2,-118.030839,33.9708782,90602
"$2,525",1100ft2,-118.5369316,34.2345615,91324
"$1,775",895ft2,-118.143318,34.703864,93534
"$1,860",632ft2,-3.5881102773279347,37.17605995,18009
"$1,683",989ft2,-118.12463073469388,34.673705653061226,0
"$1,897",472ft2,-118.4489865,34.1508718,91403
"$1,495",450ft2,-118.31234551020408,34.07278073469388,90004
"$2,326",647ft2,-118.2521002,34.047996,90013
"$3,490",2490ft2,-118.06244504834092,34.54370219508009,93550
"$3,162",932ft2,-118.242766,34.0536909,90012
"$3,088",700ft2,-118.2623924,34.1186975,90039
"$2,812",839ft2,-118.242766,34.0536909,90012
"$5,700",1290ft2,-118.307201,34.1812089,91502
"$3,350",940ft2,-118.40712110209812,34.02068178721295,90034
"$2,655",700ft2,-118.3161262,34.1148012,90068
"$1,495",550ft2,-118.242766,34.0536909,90012
"$2,200",800ft2,-118.4486675,34.1866193,91401
"$3,795",1161ft2,-88.80798382506958,14.6151189,0
"$2,616",450ft2,-118.45837635943644,33.98096325,90292
"$2,200",800ft2,-118.536567,34.1689295,91356
"$1,995",750ft2,-118.5369316,34.2345615,91324
"$2,630",750ft2,-117.8067257,34.1066756,91750
"$2,250",750ft2,-122.1349013,37.4240818,94306
"$2,225",746ft2,-118.242766,34.0536909,90012
"$1,575",450ft2,-118.096735,33.9830688,90660
"$2,150",700ft2,151.2902459,-33.7552752,2099
"$2,045",500ft2,-122.1349013,37.4240818,94306
